team_a,team_b,is_knockout,neutral_venue,elo_diff,elo_official_diff,fifa_rank_diff,form5_win_rate_diff,form10_win_rate_diff,form10_gd_diff,form10_gf_diff,avg_overall_diff,max_overall_diff,market_value_diff,avg_market_value_diff,h2h_played,h2h_win_rate_a,h2h_wc_played,h2h_wc_win_rate_a,shootout_win_rate_a,shootout_win_rate_b,shootout_win_rate_diff,avg_caps_diff,elo_a,elo_b,fifa_rank_a,fifa_rank_b,avg_overall_a,avg_overall_b,form10_wr_a,form10_wr_b,strength_score_a,strength_score_b,strength_score_diff,target,home_score,away_score,match_date,tournament
Bulgaria,Greece,0,1,-357.9,-357.9,-31,0.0,-0.2,-1.6,-0.8,-8.3,-5.0,0.0,0.0,21,0.524,0,0.333,1.0,0.0,1.0,0.0,1398.2,1756.1,82,51,69.0,77.3,0.2,0.4,0.4258,0.5512,-0.1254,2,4,0,1994-06-26,FIFA World Cup
Switzerland,Colombia,0,1,-124.8,-130.0,-6,-0.2,0.2,0.9,0.4,1.2,2.0,30150000.0,1159615.0,2,0.5,0,0.333,0.25,0.583,-0.333,3.4,1976.0,2100.8,19,13,80.2,79.0,0.6,0.4,0.6869,0.6501,0.0368,0,0,2,1994-06-26,FIFA World Cup
United States,Romania,0,0,393.5,230.3,30,0.2,-0.1,-0.9,-1.1,4.0,5.0,362650000.0,13948077.0,3,0.333,0,0.333,0.6,0.25,0.35,37.6,2013.2,1619.7,17,47,78.4,74.4,0.4,0.5,0.6429,0.548,0.0948,0,0,1,1994-06-26,FIFA World Cup
Bolivia,Spain,0,1,-452.8,-353.0,-82,0.0,-0.4,-3.2,-2.3,-18.3,-18.0,-1222800000.0,-47030769.0,0,0.333,0,0.333,0.5,0.5,0.0,-29.2,1767.0,2219.8,84,2,67.5,85.8,0.3,0.7,0.5061,0.8819,-0.3757,0,1,3,1994-06-27,FIFA World Cup
Germany,South Korea,0,1,265.8,170.0,12,0.4,0.2,0.9,0.9,9.0,4.0,807950000.0,31075000.0,0,0.333,0,0.333,0.75,0.6,0.15,-4.4,2032.2,1766.4,10,22,84.8,75.8,0.7,0.5,0.813,0.593,0.22,2,3,2,1994-06-27,FIFA World Cup
Brazil,Sweden,0,1,340.8,215.0,19,0.0,0.2,1.2,-0.1,6.2,1.0,522125000.0,20081731.0,10,0.6,5,0.8,0.562,0.667,-0.105,15.4,2080.1,1739.3,6,25,85.3,79.1,0.5,0.3,0.7692,0.5816,0.1876,1,1,1,1994-06-28,FIFA World Cup
Republic of Ireland,Norway,0,1,-369.0,-62.8,-16,-0.4,-0.5,-3.7,-2.9,-4.1,-11.0,-589900000.0,-22688462.0,14,0.429,0,0.333,0.25,0.5,-0.25,-31.4,1712.2,2081.2,60,44,74.8,78.9,0.5,1.0,0.5636,0.8351,-0.2715,1,0,0,1994-06-28,FIFA World Cup
Italy,Mexico,0,1,-126.9,22.8,4,0.0,0.1,0.4,1.3,10.7,9.0,-191850000.0,-7378846.0,8,0.75,1,1.0,0.467,0.5,-0.033,-47.6,1832.8,1959.7,10,14,84.4,73.7,0.7,0.6,0.6541,0.6511,0.003,1,1,1,1994-06-28,FIFA World Cup
Russia,Cameroon,0,1,25.3,25.3,16,0.2,0.1,0.2,0.4,-4.5,-6.0,0.0,0.0,1,1.0,1,1.0,0.286,0.5,-0.214,0.0,1767.5,1742.2,33,49,71.7,76.2,0.6,0.5,0.5905,0.5715,0.019,2,6,1,1994-06-28,FIFA World Cup
Belgium,Saudi Arabia,0,1,112.1,290.0,49,0.2,0.2,2.5,2.2,10.2,7.0,506600000.0,19484615.0,0,0.333,0,0.333,1.0,0.778,0.222,6.1,1839.8,1727.7,9,58,82.7,72.5,0.5,0.3,0.6745,0.5164,0.158,0,0,1,1994-06-29,FIFA World Cup
Morocco,Netherlands,0,1,2.3,-60.0,1,0.0,0.0,-1.3,-1.6,-4.0,-1.0,-306500000.0,-11788462.0,0,0.333,0,0.333,0.429,0.2,0.229,-5.9,2039.5,2037.2,7,8,79.9,83.9,0.7,0.7,0.7367,0.7861,-0.0494,0,1,2,1994-06-29,FIFA World Cup
Argentina,Bulgaria,0,1,808.8,751.8,81,0.4,0.5,2.9,1.0,15.1,11.0,807500000.0,31057692.0,6,1.0,2,1.0,0.652,1.0,-0.348,48.7,2207.0,1398.2,1,82,84.1,69.0,0.7,0.2,0.8207,0.4258,0.3949,0,0,2,1994-06-30,FIFA World Cup
Greece,Nigeria,0,1,-183.8,-183.8,-13,-0.4,-0.3,-1.8,-0.8,-1.9,-5.0,0.0,0.0,0,0.333,0,0.333,0.0,0.588,-0.588,0.0,1756.1,1939.9,51,38,77.3,79.2,0.4,0.7,0.5512,0.6596,-0.1085,0,0,2,1994-06-30,FIFA World Cup
Germany,Belgium,0,1,192.4,20.0,-1,0.6,0.2,-0.5,-0.4,2.1,0.0,399500000.0,15365385.0,19,0.737,1,1.0,0.75,1.0,-0.25,-9.3,2032.2,1839.8,10,9,84.8,82.7,0.7,0.5,0.813,0.6745,0.1385,2,3,2,1994-07-02,FIFA World Cup
Spain,Switzerland,0,1,243.8,260.0,17,0.0,0.1,0.9,0.9,5.6,3.0,890300000.0,34242308.0,17,0.824,1,1.0,0.5,0.25,0.25,-15.0,2219.8,1976.0,2,19,85.8,80.2,0.7,0.6,0.8819,0.6869,0.1949,2,3,0,1994-07-02,FIFA World Cup
Romania,Argentina,0,1,-587.3,-530.3,-46,-0.2,-0.2,-0.1,0.6,-9.7,-9.0,-807500000.0,-31057692.0,4,0.0,1,0.0,0.25,0.652,-0.402,-48.7,1619.7,2207.0,47,1,74.4,84.1,0.5,0.7,0.548,0.8207,-0.2727,2,3,2,1994-07-03,FIFA World Cup
Saudi Arabia,Sweden,0,1,-11.6,-155.0,-33,-0.4,0.0,0.2,-0.8,-6.6,-6.0,-365175000.0,-14045192.0,1,0.0,0,0.333,0.778,0.667,0.111,15.8,1727.7,1739.3,58,25,72.5,79.1,0.3,0.3,0.5164,0.5816,-0.0652,0,1,3,1994-07-03,FIFA World Cup
Netherlands,Republic of Ireland,0,1,325.0,267.8,52,0.0,0.2,2.8,1.9,9.1,11.0,754200000.0,29007692.0,13,0.462,1,0.0,0.2,0.25,-0.05,33.7,2037.2,1712.2,8,60,83.9,74.8,0.7,0.5,0.7861,0.5636,0.2225,2,2,0,1994-07-04,FIFA World Cup
United States,Brazil,0,0,-66.9,-180.0,-11,0.0,-0.1,-0.5,-0.3,-6.9,-5.0,-565550000.0,-21751923.0,4,0.0,0,0.333,0.6,0.562,0.038,1.7,2013.2,2080.1,17,6,78.4,85.3,0.4,0.5,0.6429,0.7692,-0.1264,0,0,1,1994-07-04,FIFA World Cup
Mexico,Bulgaria,0,1,561.5,411.8,68,0.4,0.4,2.4,0.4,4.7,3.0,191850000.0,7378846.0,7,0.286,1,1.0,0.5,1.0,-0.5,47.6,1959.7,1398.2,14,82,73.7,69.0,0.6,0.2,0.6511,0.4258,0.2254,1,1,1,1994-07-05,FIFA World Cup
Nigeria,Italy,0,1,107.1,107.1,-28,0.0,0.0,0.6,-0.1,-5.2,-2.0,0.0,0.0,0,0.333,0,0.333,0.588,0.467,0.121,0.0,1939.9,1832.8,38,10,79.2,84.4,0.7,0.7,0.6596,0.6541,0.0055,0,1,2,1994-07-05,FIFA World Cup
Italy,Spain,0,1,-387.0,-287.2,-8,0.0,0.0,-1.3,-0.8,-1.4,-1.0,-1222800000.0,-47030769.0,22,0.364,2,0.5,0.467,0.5,-0.033,-29.2,1832.8,2219.8,10,2,84.4,85.8,0.7,0.7,0.6541,0.8819,-0.2277,2,2,1,1994-07-09,FIFA World Cup
Netherlands,Brazil,0,1,-42.9,-50.0,-2,0.0,0.2,2.0,1.9,-1.4,1.0,-174000000.0,-6692308.0,3,0.667,1,1.0,0.2,0.562,-0.362,-2.1,2037.2,2080.1,8,6,83.9,85.3,0.7,0.5,0.7861,0.7692,0.0169,0,2,3,1994-07-09,FIFA World Cup
Bulgaria,Germany,0,1,-634.0,-571.8,-72,-0.8,-0.5,-3.4,-1.9,-15.8,-12.0,-947000000.0,-36423077.0,17,0.059,1,0.0,1.0,0.75,0.25,-33.1,1398.2,2032.2,82,10,69.0,84.8,0.2,0.7,0.4258,0.813,-0.3872,2,2,1,1994-07-10,FIFA World Cup
Romania,Sweden,0,1,-119.6,-195.3,-22,-0.2,0.2,1.6,0.7,-4.7,-9.0,-406075000.0,-15618269.0,7,0.286,0,0.333,0.25,0.667,-0.417,-20.4,1619.7,1739.3,47,25,74.4,79.1,0.5,0.3,0.548,0.5816,-0.0336,1,2,2,1994-07-10,FIFA World Cup
Bulgaria,Italy,0,1,-434.6,-434.6,-72,-0.4,-0.5,-2.8,-1.7,-15.4,-12.0,0.0,0.0,11,0.182,1,0.0,1.0,0.467,0.533,0.0,1398.2,1832.8,82,10,69.0,84.4,0.2,0.7,0.4258,0.6541,-0.2284,0,1,2,1994-07-13,FIFA World Cup
Sweden,Brazil,0,1,-340.8,-215.0,-19,0.0,-0.2,-1.2,0.1,-6.2,-1.0,-522125000.0,-20081731.0,11,0.182,6,0.0,0.667,0.562,0.105,-15.4,1739.3,2080.1,25,6,79.1,85.3,0.3,0.5,0.5816,0.7692,-0.1876,0,0,1,1994-07-13,FIFA World Cup
Sweden,Bulgaria,0,1,341.1,416.8,57,0.4,0.1,1.2,0.9,10.1,11.0,406075000.0,15618269.0,8,0.5,1,0.0,0.667,1.0,-0.333,20.4,1739.3,1398.2,25,82,79.1,69.0,0.3,0.2,0.5816,0.4258,0.1559,2,4,0,1994-07-16,FIFA World Cup
Brazil,Italy,0,1,247.3,197.2,4,0.0,-0.2,-0.4,-0.9,0.9,0.0,928200000.0,35700000.0,10,0.5,4,0.5,0.562,0.467,0.095,35.8,2080.1,1832.8,6,10,85.3,84.4,0.5,0.7,0.7692,0.6541,0.1151,1,0,0,1994-07-17,FIFA World Cup
Brazil,Scotland,0,1,302.3,310.0,33,0.2,0.0,0.7,0.1,7.9,4.0,799550000.0,30751923.0,8,0.75,3,0.667,0.562,1.0,-0.438,-2.2,2080.1,1777.8,6,39,85.3,77.4,0.5,0.5,0.7692,0.597,0.1723,2,2,1,1998-06-10,FIFA World Cup
Morocco,Norway,0,1,-41.7,145.0,37,-0.4,-0.3,-2.2,-2.6,1.0,-1.0,-142200000.0,-5469231.0,0,0.333,0,0.333,0.429,0.5,-0.071,-3.6,2039.5,2081.2,7,44,79.9,78.9,0.7,1.0,0.7367,0.8351,-0.0984,1,2,2,1998-06-10,FIFA World Cup
Cameroon,Austria,0,1,-103.8,-87.8,-25,0.2,-0.2,-1.4,-1.4,-2.1,3.0,-244600000.0,-9407692.0,0,0.333,0,0.333,0.5,0.0,0.5,-39.2,1742.2,1846.0,49,24,76.2,78.3,0.5,0.7,0.5715,0.6753,-0.1038,1,1,1,1998-06-11,FIFA World Cup
Italy,Chile,0,1,117.3,117.3,30,0.6,0.6,2.1,1.9,9.9,12.0,0.0,0.0,2,0.5,2,0.5,0.467,0.5,-0.033,0.0,1832.8,1715.5,10,40,84.4,74.5,0.7,0.1,0.6541,0.4635,0.1907,1,2,2,1998-06-11,FIFA World Cup
France,South Africa,0,0,439.9,480.0,57,0.4,0.4,1.6,1.6,19.8,18.0,1475300000.0,56742308.0,1,1.0,0,0.333,0.455,0.464,-0.009,10.7,2173.2,1733.3,3,60,86.1,66.3,0.8,0.4,0.9401,0.5294,0.4107,2,3,0,1998-06-12,FIFA World Cup
Paraguay,Bulgaria,0,1,488.4,326.8,28,0.2,0.3,1.9,0.5,5.9,2.0,153150000.0,5890385.0,0,0.333,0,0.333,0.462,1.0,-0.538,27.1,1886.6,1398.2,54,82,74.9,69.0,0.5,0.2,0.612,0.4258,0.1862,1,0,0,1998-06-12,FIFA World Cup
Saudi Arabia,Denmark,0,1,-146.0,-213.7,-37,-0.2,-0.2,-1.4,-1.7,-6.8,-1.0,40900000.0,1573077.0,1,0.0,0,0.333,0.778,0.286,0.492,36.3,1727.7,1873.7,58,21,72.5,79.3,0.3,0.5,0.5164,0.5993,-0.0829,0,0,1,1998-06-12,FIFA World Cup
South Korea,Mexico,0,1,-193.3,-10.0,-8,0.0,-0.1,0.1,0.6,2.1,5.0,-52800000.0,-2030769.0,5,0.2,0,0.333,0.6,0.5,0.1,-10.1,1766.4,1959.7,22,14,75.8,73.7,0.5,0.6,0.593,0.6511,-0.0581,0,1,3,1998-06-13,FIFA World Cup
Netherlands,Belgium,0,1,197.4,30.0,1,0.2,0.2,0.5,0.4,1.2,1.0,206700000.0,7950000.0,119,0.462,1,0.0,0.2,1.0,-0.8,-8.6,2037.2,1839.8,8,9,83.9,82.7,0.7,0.5,0.7861,0.6745,0.1116,1,0,0,1998-06-13,FIFA World Cup
Spain,Nigeria,0,1,279.9,180.1,36,0.0,0.0,0.7,0.9,6.6,3.0,1222800000.0,47030769.0,0,0.333,0,0.333,0.5,0.588,-0.088,29.2,2219.8,1939.9,2,38,85.8,79.2,0.7,0.7,0.8819,0.6596,0.2222,0,2,3,1998-06-13,FIFA World Cup
Argentina,Japan,0,1,232.1,270.0,17,0.2,0.1,-0.7,-0.7,5.6,6.0,536650000.0,20640385.0,2,1.0,0,0.333,0.652,0.417,0.235,17.1,2207.0,1974.9,1,18,84.1,78.5,0.7,0.6,0.8207,0.6747,0.1459,2,1,0,1998-06-14,FIFA World Cup
Jamaica,Croatia,0,1,-278.1,-291.3,-42,-0.4,-0.2,-0.9,-1.3,-9.4,-5.0,-387300000.0,-14896154.0,0,0.333,0,0.333,0.333,0.636,-0.303,-45.2,1648.7,1926.8,53,11,70.9,80.3,0.6,0.8,0.5698,0.7366,-0.1668,0,1,3,1998-06-14,FIFA World Cup
Serbia,Iran,0,1,-122.5,-67.3,-12,0.2,0.0,-0.8,-0.7,8.5,6.0,-30550000.0,-1175000.0,0,0.333,0,0.333,0.333,0.435,-0.102,-45.8,1752.7,1875.2,32,20,79.5,71.0,0.5,0.5,0.5805,0.5852,-0.0047,2,1,0,1998-06-14,FIFA World Cup
England,Tunisia,0,1,575.2,340.0,41,0.8,0.4,1.8,0.5,13.5,10.0,1292200000.0,49700000.0,1,0.0,0,0.333,0.333,0.538,-0.205,9.9,2130.5,1555.3,4,45,85.2,71.7,0.9,0.5,0.9344,0.5406,0.3938,2,2,0,1998-06-15,FIFA World Cup
Germany,United States,0,1,19.0,120.0,7,0.4,0.3,1.5,1.4,6.4,5.0,584350000.0,22475000.0,2,1.0,0,0.333,0.75,0.6,0.15,-4.5,2032.2,2013.2,10,17,84.8,78.4,0.7,0.4,0.813,0.6429,0.1702,2,2,0,1998-06-15,FIFA World Cup
Romania,Colombia,0,1,-481.1,-370.3,-34,-0.4,0.1,0.5,0.4,-4.6,-6.0,-302350000.0,-11628846.0,1,1.0,1,1.0,0.25,0.583,-0.333,-40.7,1619.7,2100.8,47,13,74.4,79.0,0.5,0.4,0.548,0.6501,-0.1021,2,1,0,1998-06-15,FIFA World Cup
Brazil,Morocco,0,1,40.6,110.0,1,0.0,-0.2,-0.7,-0.3,5.4,0.0,480500000.0,18480769.0,1,1.0,0,0.333,0.562,0.429,0.133,8.0,2080.1,2039.5,6,7,85.3,79.9,0.5,0.7,0.7692,0.7367,0.0325,2,3,0,1998-06-16,FIFA World Cup
Scotland,Norway,0,1,-303.4,-55.0,5,-0.6,-0.5,-3.6,-3.0,-1.5,-5.0,-461250000.0,-17740385.0,11,0.636,0,0.333,1.0,0.5,0.5,6.6,1777.8,2081.2,39,44,77.4,78.9,0.5,1.0,0.597,0.8351,-0.2381,1,1,1,1998-06-16,FIFA World Cup
Chile,Austria,0,1,-130.5,-114.5,-16,-0.4,-0.6,-2.8,-2.0,-3.8,-5.0,-244600000.0,-9407692.0,1,0.0,1,0.0,0.5,0.0,0.5,-39.2,1715.5,1846.0,40,24,74.5,78.3,0.1,0.7,0.4635,0.6753,-0.2118,1,1,1,1998-06-17,FIFA World Cup
Italy,Cameroon,0,1,90.6,90.6,39,0.0,0.2,0.7,1.3,8.2,4.0,0.0,0.0,1,0.0,1,0.0,0.467,0.5,-0.033,0.0,1832.8,1742.2,10,49,84.4,76.2,0.7,0.5,0.6541,0.5715,0.0826,2,3,0,1998-06-17,FIFA World Cup
France,Saudi Arabia,0,0,445.5,440.0,55,0.6,0.5,2.1,2.0,13.6,9.0,1482100000.0,57003846.0,0,0.333,0,0.333,0.455,0.778,-0.323,-4.9,2173.2,1727.7,3,58,86.1,72.5,0.8,0.3,0.9401,0.5164,0.4237,2,4,0,1998-06-18,FIFA World Cup
South Africa,Denmark,0,1,-140.4,-253.7,-39,0.0,-0.1,-0.9,-1.3,-13.0,-10.0,47700000.0,1834615.0,0,0.333,0,0.333,0.464,0.286,0.178,20.7,1733.3,1873.7,60,21,66.3,79.3,0.4,0.5,0.5294,0.5993,-0.0699,1,1,1,1998-06-18,FIFA World Cup
Nigeria,Bulgaria,0,1,541.7,541.7,44,0.4,0.5,3.4,1.6,10.2,10.0,0.0,0.0,1,1.0,1,1.0,0.588,1.0,-0.412,0.0,1939.9,1398.2,38,82,79.2,69.0,0.7,0.2,0.6596,0.4258,0.2338,2,1,0,1998-06-19,FIFA World Cup
Spain,Paraguay,0,1,333.2,395.0,52,0.2,0.2,2.2,2.0,10.9,11.0,1069650000.0,41140385.0,0,0.333,0,0.333,0.5,0.462,0.038,2.0,2219.8,1886.6,2,54,85.8,74.9,0.7,0.5,0.8819,0.612,0.2699,1,0,0,1998-06-19,FIFA World Cup
Belgium,Mexico,0,1,-119.9,140.0,5,-0.2,-0.1,1.5,1.9,9.0,9.0,355650000.0,13678846.0,5,0.4,2,0.0,1.0,0.5,0.5,-5.2,1839.8,1959.7,9,14,82.7,73.7,0.5,0.6,0.6745,0.6511,0.0233,1,2,2,1998-06-20,FIFA World Cup
Japan,Croatia,0,1,48.1,-60.0,-7,-0.4,-0.2,-0.2,-0.5,-1.8,-2.0,-116450000.0,-4478846.0,1,1.0,0,0.333,0.417,0.636,-0.219,-13.6,1974.9,1926.8,18,11,78.5,80.3,0.6,0.8,0.6747,0.7366,-0.0619,0,0,1,1998-06-20,FIFA World Cup
Netherlands,South Korea,0,1,270.8,180.0,14,0.0,0.2,1.9,1.7,8.1,5.0,615150000.0,23659615.0,0,0.333,0,0.333,0.2,0.6,-0.4,-3.7,2037.2,1766.4,8,22,83.9,75.8,0.7,0.5,0.7861,0.593,0.1931,2,5,0,1998-06-20,FIFA World Cup
Argentina,Jamaica,0,1,558.3,501.3,52,0.2,0.1,0.0,0.1,13.2,9.0,807500000.0,31057692.0,0,0.333,0,0.333,0.652,0.333,0.319,48.7,2207.0,1648.7,1,53,84.1,70.9,0.7,0.6,0.8207,0.5698,0.2508,2,5,0,1998-06-21,FIFA World Cup
Germany,Serbia,0,1,279.5,217.3,22,0.6,0.2,1.6,1.4,5.3,5.0,947000000.0,36423077.0,0,0.333,0,0.333,0.75,0.333,0.417,33.1,2032.2,1752.7,10,32,84.8,79.5,0.7,0.5,0.813,0.5805,0.2325,1,2,2,1998-06-21,FIFA World Cup
United States,Iran,0,1,138.0,30.0,3,0.4,-0.1,-0.7,-0.7,7.4,6.0,332100000.0,12773077.0,0,0.333,0,0.333,0.6,0.435,0.165,-8.2,2013.2,1875.2,17,20,78.4,71.0,0.4,0.5,0.6429,0.5852,0.0577,0,1,2,1998-06-21,FIFA World Cup
Colombia,Tunisia,0,1,545.5,280.0,32,0.8,-0.1,0.0,-0.2,7.3,5.0,236350000.0,9090385.0,0,0.333,0,0.333,0.583,0.538,0.045,17.8,2100.8,1555.3,13,45,79.0,71.7,0.4,0.5,0.6501,0.5406,0.1095,2,1,0,1998-06-22,FIFA World Cup
Romania,England,0,1,-510.8,-430.3,-43,-0.4,-0.4,-1.3,-0.3,-10.8,-11.0,-1358200000.0,-52238462.0,9,0.111,1,0.0,0.25,0.333,-0.083,-32.8,1619.7,2130.5,47,4,74.4,85.2,0.5,0.9,0.548,0.9344,-0.3864,2,2,1,1998-06-22,FIFA World Cup
Brazil,Norway,0,1,-1.1,255.0,38,-0.4,-0.5,-2.9,-2.9,6.4,-1.0,338300000.0,13011538.0,2,0.0,0,0.333,0.562,0.5,0.062,4.4,2080.1,2081.2,6,44,85.3,78.9,0.5,1.0,0.7692,0.8351,-0.0658,0,1,2,1998-06-23,FIFA World Cup
Chile,Cameroon,0,1,-26.7,-26.7,9,-0.6,-0.4,-1.4,-0.6,-1.7,-8.0,0.0,0.0,0,0.333,0,0.333,0.5,0.5,0.0,0.0,1715.5,1742.2,40,49,74.5,76.2,0.1,0.5,0.4635,0.5715,-0.108,1,1,1,1998-06-23,FIFA World Cup
Italy,Austria,0,1,-13.2,2.8,14,0.2,0.0,-0.7,-0.1,6.1,7.0,-244600000.0,-9407692.0,34,0.441,3,1.0,0.467,0.0,0.467,-39.2,1832.8,1846.0,10,24,84.4,78.3,0.7,0.7,0.6541,0.6753,-0.0212,2,2,1,1998-06-23,FIFA World Cup
Scotland,Morocco,0,1,-261.7,-200.0,-32,-0.2,-0.2,-1.4,-0.4,-2.5,-4.0,-319050000.0,-12271154.0,0,0.333,0,0.333,1.0,0.429,0.571,10.2,1777.8,2039.5,39,7,77.4,79.9,0.5,0.7,0.597,0.7367,-0.1397,0,0,3,1998-06-23,FIFA World Cup
France,Denmark,0,0,299.5,226.3,18,0.4,0.3,0.7,0.3,6.8,8.0,1523000000.0,58576923.0,7,0.286,0,0.333,0.455,0.286,0.169,31.4,2173.2,1873.7,3,21,86.1,79.3,0.8,0.5,0.9401,0.5993,0.3408,2,2,1,1998-06-24,FIFA World Cup
Nigeria,Paraguay,0,1,53.3,214.9,16,0.2,0.2,1.5,1.1,4.3,8.0,-153150000.0,-5890385.0,0,0.333,0,0.333,0.588,0.462,0.126,-27.1,1939.9,1886.6,38,54,79.2,74.9,0.7,0.5,0.6596,0.612,0.0476,0,1,3,1998-06-24,FIFA World Cup
South Africa,Saudi Arabia,0,1,5.6,-40.0,-2,0.2,0.1,0.5,0.4,-6.2,-9.0,6800000.0,261538.0,0,0.333,0,0.333,0.464,0.778,-0.314,-15.6,1733.3,1727.7,60,58,66.3,72.5,0.4,0.3,0.5294,0.5164,0.013,1,2,2,1998-06-24,FIFA World Cup
Spain,Bulgaria,0,1,821.6,721.8,80,0.4,0.5,4.1,2.5,16.8,13.0,1222800000.0,47030769.0,3,0.667,0,0.333,0.5,1.0,-0.5,29.2,2219.8,1398.2,2,82,85.8,69.0,0.7,0.2,0.8819,0.4258,0.4561,2,6,1,1998-06-24,FIFA World Cup
Belgium,South Korea,0,1,73.4,150.0,13,-0.2,0.0,1.4,1.3,6.9,4.0,408450000.0,15709615.0,1,1.0,1,1.0,1.0,0.6,0.4,4.9,1839.8,1766.4,9,22,82.7,75.8,0.5,0.5,0.6745,0.593,0.0815,1,1,1,1998-06-25,FIFA World Cup
Germany,Iran,0,1,157.0,150.0,10,0.8,0.2,0.8,0.7,13.8,11.0,916450000.0,35248077.0,0,0.333,0,0.333,0.75,0.435,0.315,-12.7,2032.2,1875.2,10,20,84.8,71.0,0.7,0.5,0.813,0.5852,0.2278,2,2,0,1998-06-25,FIFA World Cup
Netherlands,Mexico,0,1,77.5,170.0,6,0.0,0.1,2.0,2.3,10.2,10.0,562350000.0,21628846.0,3,0.333,0,0.333,0.2,0.5,-0.3,-13.8,2037.2,1959.7,8,14,83.9,73.7,0.7,0.6,0.7861,0.6511,0.135,1,2,2,1998-06-25,FIFA World Cup
United States,Serbia,0,1,260.5,97.3,15,0.2,-0.1,0.1,0.0,-1.1,0.0,362650000.0,13948077.0,0,0.333,0,0.333,0.6,0.333,0.267,37.6,2013.2,1752.7,17,32,78.4,79.5,0.4,0.5,0.6429,0.5805,0.0624,0,0,1,1998-06-25,FIFA World Cup
Argentina,Croatia,0,1,280.2,210.0,10,-0.2,-0.1,-0.9,-1.2,3.8,4.0,420200000.0,16161538.0,1,0.0,0,0.333,0.652,0.636,0.016,3.5,2207.0,1926.8,1,11,84.1,80.3,0.7,0.8,0.8207,0.7366,0.084,2,1,0,1998-06-26,FIFA World Cup
Colombia,England,0,1,-29.7,-60.0,-9,0.0,-0.5,-1.8,-0.7,-6.2,-5.0,-1055850000.0,-40609615.0,3,0.0,0,0.333,0.583,0.333,0.25,7.9,2100.8,2130.5,13,4,79.0,85.2,0.4,0.9,0.6501,0.9344,-0.2843,0,0,2,1998-06-26,FIFA World Cup
Japan,Jamaica,0,1,326.2,231.3,35,0.0,0.0,0.7,0.8,7.6,3.0,270850000.0,10417308.0,0,0.333,0,0.333,0.417,0.333,0.084,31.7,1974.9,1648.7,18,53,78.5,70.9,0.6,0.6,0.6747,0.5698,0.1049,0,1,2,1998-06-26,FIFA World Cup
Romania,Tunisia,0,1,64.4,-90.3,-2,0.4,0.0,0.5,0.2,2.7,-1.0,-66000000.0,-2538462.0,0,0.333,0,0.333,0.25,0.538,-0.288,-22.9,1619.7,1555.3,47,45,74.4,71.7,0.5,0.5,0.548,0.5406,0.0074,1,1,1,1998-06-26,FIFA World Cup
Brazil,Chile,0,1,364.6,314.5,34,0.6,0.4,1.7,1.0,10.8,12.0,928200000.0,35700000.0,52,0.692,1,1.0,0.562,0.5,0.062,35.8,2080.1,1715.5,6,40,85.3,74.5,0.5,0.1,0.7692,0.4635,0.3058,2,4,1,1998-06-27,FIFA World Cup
Italy,Norway,0,1,-248.4,57.8,34,-0.4,-0.3,-2.5,-2.0,5.5,-1.0,-589900000.0,-22688462.0,10,0.6,2,1.0,0.467,0.5,-0.033,-31.4,1832.8,2081.2,10,44,84.4,78.9,0.7,1.0,0.6541,0.8351,-0.1809,2,1,0,1998-06-27,FIFA World Cup
France,Paraguay,0,0,286.6,375.0,51,0.4,0.3,1.6,1.6,11.2,12.0,1369850000.0,52686538.0,1,1.0,1,1.0,0.455,0.462,-0.007,4.3,2173.2,1886.6,3,54,86.1,74.9,0.8,0.5,0.9401,0.612,0.3281,2,1,0,1998-06-28,FIFA World Cup
Nigeria,Denmark,0,1,66.2,66.2,-17,0.2,0.2,0.6,-0.2,-0.1,4.0,0.0,0.0,0,0.333,0,0.333,0.588,0.286,0.302,0.0,1939.9,1873.7,38,21,79.2,79.3,0.7,0.5,0.6596,0.5993,0.0603,0,1,4,1998-06-28,FIFA World Cup
Germany,Mexico,0,1,72.5,160.0,4,0.4,0.1,1.0,1.5,11.1,9.0,755150000.0,29044231.0,8,0.25,2,0.5,0.75,0.5,0.25,-14.5,2032.2,1959.7,10,14,84.8,73.7,0.7,0.6,0.813,0.6511,0.1619,2,2,1,1998-06-29,FIFA World Cup
Netherlands,Serbia,0,1,284.5,227.3,24,0.2,0.2,2.6,2.2,4.4,6.0,754200000.0,29007692.0,0,0.333,0,0.333,0.2,0.333,-0.133,33.7,2037.2,1752.7,8,32,83.9,79.5,0.7,0.5,0.7861,0.5805,0.2056,2,2,1,1998-06-29,FIFA World Cup
Argentina,England,0,1,76.5,100.0,3,-0.2,-0.2,-1.2,-0.9,-1.1,-2.0,-550700000.0,-21180769.0,11,0.273,3,0.333,0.652,0.333,0.319,15.9,2207.0,2130.5,1,4,84.1,85.2,0.7,0.9,0.8207,0.9344,-0.1137,1,2,2,1998-06-30,FIFA World Cup
Romania,Croatia,0,1,-307.1,-320.3,-36,-0.4,-0.3,-1.0,-0.6,-5.9,-5.0,-387300000.0,-14896154.0,2,0.0,0,0.333,0.25,0.636,-0.386,-45.2,1619.7,1926.8,47,11,74.4,80.3,0.5,0.8,0.548,0.7366,-0.1886,0,0,1,1998-06-30,FIFA World Cup
